,User_ID,Age,Gender,Platform,Daily_Usage_Time (minutes),Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion
987,987,31.0,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness
988,988,21.0,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral
989,989,25.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness
990,990,30.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety
991,991,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom
992,992,32.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger
993,993,24.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral
994,994,29.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness
995,995,26.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety
996,996,33.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom
997,997,22.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral
998,998,35.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness
999,999,28.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger
1000,1000,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral
